Cnic,Full Name,Status,Disabled,Province,City,Block Code,Serial Number
,Yasir Raza,Active,Yes,Punjab,Lahore,9,389
,Zeeshan Baig,Active,Yes,Punjab,Lahore,9,390
,Iqra Mengal,Active,Yes,Punjab,Lahore,9,391
,Faisal Mengal,Active,Yes,Punjab,Lahore,9,392
,Farhan Baig,Active,Yes,Punjab,Lahore,9,393
,Sana Abbasi,Active,Yes,Punjab,Lahore,9,394
,Yasir Khan,Active,Yes,Punjab,Lahore,9,395
,Ahmed Bhatti,Active,Yes,Punjab,Lahore,9,396
,Adnan Shah,Active,Yes,Punjab,Lahore,9,397
,Kamran Khan,Active,Yes,Punjab,Lahore,9,398
,Maryam Baig,Active,Yes,Punjab,Lahore,9,399
,Maryam Laghari,Active,Yes,Punjab,Lahore,9,400
,Kamran Raza,Active,Yes,Punjab,Lahore,10,401
,Shahid Raza,Active,Yes,Punjab,Lahore,10,402
,Kashif Laghari,Active,Yes,Punjab,Lahore,10,403
,Sana Mengal,Active,Yes,Punjab,Lahore,10,404
,Waqas Chaudhry,Active,Yes,Punjab,Lahore,10,405
,Ahmed Bhatti,Active,Yes,Punjab,Lahore,10,406
,Junaid Tareen,Active,Yes,Punjab,Lahore,10,407
,Asim Memon,Active,Yes,Punjab,Lahore,10,408
,Rabia Tareen,Active,Yes,Punjab,Lahore,10,409
,Usman Khan,Active,Yes,Punjab,Lahore,10,410
,Adnan Qureshi,Active,Yes,Punjab,Lahore,10,411
,Usman Mengal,Active,Yes,Punjab,Lahore,10,412
,Zubair Malik,Active,Yes,Punjab,Lahore,10,413
,Asim Sheikh,Active,Yes,Punjab,Lahore,10,414
,Arsalan Chaudhry,Active,Yes,Punjab,Lahore,10,415
,Farhan Khattak,Active,Yes,Punjab,Lahore,10,416
,Faisal Ahmed,Active,Yes,Punjab,Lahore,10,417
,Waqas Memon,Active,Yes,Punjab,Lahore,10,418
,Hamza Malik,Active,Yes,Punjab,Lahore,10,419
,Hira Khan,Active,Yes,Punjab,Lahore,10,420
,Iqra Malik,Active,Yes,Punjab,Lahore,10,421
,Ali Mirza,Active,Yes,Punjab,Lahore,10,422
,Rabia Bhatti,Active,Yes,Punjab,Lahore,10,423
,Sana Raza,Active,Yes,Punjab,Lahore,10,424
,Hamza Siddiqui,Active,Yes,Punjab,Lahore,10,425
,Kamran Khan,Active,Yes,Punjab,Lahore,10,426
,Shahid Butt,Active,Yes,Punjab,Lahore,10,427
,Adnan Khan,Active,Yes,Punjab,Lahore,10,428
,Ali Butt,Active,Yes,Punjab,Lahore,10,429
,Junaid Laghari,Active,Yes,Punjab,Lahore,10,430
,Kamran Baig,Active,Yes,Punjab,Lahore,10,431
,Muhammad Memon,Active,Yes,Punjab,Lahore,10,432
,Muhammad Ahmed,Active,Yes,Punjab,Lahore,10,433
,Zeeshan Mahar,Active,Yes,Punjab,Lahore,10,434
,Babar Chaudhry,Active,Yes,Punjab,Lahore,10,435
,Adnan Laghari,Active,Yes,Punjab,Lahore,10,436
,Imran Bugti,Active,Yes,Punjab,Lahore,10,437
,Ahmed Butt,Active,Yes,Punjab,Lahore,10,438
,Samina Tareen,Active,Yes,Punjab,Lahore,10,439
,Sana Qureshi,Active,Yes,Punjab,Lahore,10,440
,Hamza Memon,Active,Yes,Punjab,Lahore,10,441
,Asim Siddiqui,Active,Yes,Punjab,Lahore,10,442
,Imran Gul,Active,Yes,Punjab,Lahore,10,443
,Hira Khattak,Active,Yes,Punjab,Lahore,10,444
,Rashid Baig,Active,Yes,Punjab,Lahore,10,445
,Naveed Bhatti,Active,Yes,Punjab,Lahore,10,446
,Maryam Laghari,Active,Yes,Punjab,Lahore,10,447
,Imran Khan,Active,Yes,Punjab,Lahore,10,448
,Bilal Abbasi,Active,Yes,Punjab,Lahore,10,449
,Samina Siddiqui,Active,Yes,Punjab,Lahore,10,450
,Rabia Ansari,Active,Yes,Punjab,Lahore,10,451
,Saad Memon,Active,Yes,Punjab,Lahore,10,452
,Kashif Mahar,Active,Yes,Punjab,Lahore,10,453
,Zainab Ahmed,Active,Yes,Punjab,Lahore,10,454
,Sidra Khattak,Active,Yes,Punjab,Lahore,10,455
,Usman Ahmed,Active,Yes,Punjab,Lahore,10,456
,Ahmed Khan,Active,Yes,Punjab,Lahore,10,457
,Rabia Baig,Active,Yes,Punjab,Lahore,10,458
,Rashid Laghari,Active,Yes,Punjab,Lahore,10,459
,Kashif Gul,Active,Yes,Punjab,Lahore,10,460
,Saad Tareen,Active,Yes,Punjab,Lahore,10,461
,Kashif Butt,Active,Yes,Punjab,Lahore,10,462
,Zeeshan Malik,Active,Yes,Punjab,Lahore,10,463
,Kamran Rind,Active,Yes,Punjab,Lahore,10,464
,Zubair Tareen,Active,Yes,Punjab,Lahore,10,465
,Shahid Baig,Active,Yes,Punjab,Lahore,10,466
,Zainab Ahmed,Active,Yes,Punjab,Lahore,10,467
,Asim Baig,Active,Yes,Punjab,Lahore,10,468
,Babar Butt,Active,Yes,Punjab,Lahore,10,469
,Ayesha Malik,Active,Yes,Punjab,Lahore,10,470
,Zubair Qureshi,Active,Yes,Punjab,Lahore,10,471
,Samina Abbasi,Active,Yes,Punjab,Lahore,10,472
,Faisal Bugti,Active,Yes,Punjab,Lahore,10,473
,Hamza Khan,Active,Yes,Punjab,Lahore,10,474
,Farhan Khan,Active,Yes,Punjab,Lahore,10,475
,Hamza Sheikh,Active,Yes,Punjab,Lahore,10,476
,Waqas Qureshi,Active,Yes,Punjab,Lahore,10,477
,Zainab Butt,Active,Yes,Punjab,Lahore,10,478
,Ahmed Raza,Active,Yes,Punjab,Lahore,10,479
,Tariq Butt,Active,Yes,Punjab,Lahore,10,480
,Hira Gul,Active,Yes,Punjab,Lahore,10,481
,Asim Memon,Active,Yes,Punjab,Lahore,10,482
,Yasir Raza,Active,Yes,Punjab,Lahore,10,483
,Waqas Khan,Active,Yes,Punjab,Lahore,10,484
,Ahmed Sheikh,Active,Yes,Punjab,Lahore,10,485
,Hamza Butt,Active,Yes,Punjab,Lahore,10,486
,Waqas Ahmed,Active,Yes,Punjab,Lahore,10,487
,Usman Ansari,Active,Yes,Punjab,Lahore,10,488
,Imran Chaudhry,Active,Yes,Punjab,Lahore,10,489
,Farhan Sheikh,Active,Yes,Punjab,Lahore,10,490
,Zeeshan Siddiqui,Active,Yes,Punjab,Lahore,10,491
,Faisal Mirza,Active,Yes,Punjab,Lahore,10,492
,Kashif Malik,Active,Yes,Punjab,Lahore,10,493
,Rabia Ansari,Active,Yes,Punjab,Lahore,10,494
,Farhan Tareen,Active,Yes,Punjab,Lahore,10,495
,Zeeshan Mahar,Active,Yes,Punjab,Lahore,10,496
,Hira Chaudhry,Active,Yes,Punjab,Lahore,10,497
,Asim Memon,Active,Yes,Punjab,Lahore,10,498
,Imran Shah,Active,Yes,Punjab,Lahore,10,499
,Hamza Laghari,Active,Yes,Punjab,Lahore,10,500
,Rabia Baig,Active,Yes,Sindh,Karachi,11,1
,Ahmed Jan,Active,Yes,Sindh,Karachi,11,2
,Usman Malik,Active,Yes,Sindh,Karachi,11,3
,Adnan Baig,Active,Yes,Sindh,Karachi,11,4
,Tariq Laghari,Active,Yes,Sindh,Karachi,11,5
,Maryam Chaudhry,Active,Yes,Sindh,Karachi,11,6
,Yasir Qureshi,Active,Yes,Sindh,Karachi,11,7
,Rabia Sheikh,Active,Yes,Sindh,Karachi,11,8
,Asim Ahmed,Active,Yes,Sindh,Karachi,11,9
,Zubair Siddiqui,Active,Yes,Sindh,Karachi,11,10
,Muhammad Gul,Active,Yes,Sindh,Karachi,11,11
,Farhan Memon,Active,Yes,Sindh,Karachi,11,12
,Hamza Mengal,Active,Yes,Sindh,Karachi,11,13
,Bilal Mahar,Active,Yes,Sindh,Karachi,11,14
,Rashid Bhatti,Active,Yes,Sindh,Karachi,11,15
,Usman Butt,Active,Yes,Sindh,Karachi,11,16
,Bilal Ahmed,Active,Yes,Sindh,Karachi,11,17
,Hamza Mahar,Active,Yes,Sindh,Karachi,11,18
,Ahmed Baig,Active,Yes,Sindh,Karachi,11,19
,Adnan Khan,Active,Yes,Sindh,Karachi,11,20
,Kamran Bhatti,Active,Yes,Sindh,Karachi,11,21
,Fatima Sheikh,Active,Yes,Sindh,Karachi,11,22
,Junaid Tareen,Active,Yes,Sindh,Karachi,11,23
,Ahmed Ansari,Active,Yes,Sindh,Karachi,11,24
,Rabia Siddiqui,Active,Yes,Sindh,Karachi,11,25
,Faisal Mengal,Active,Yes,Sindh,Karachi,11,26
,Ahmed Raza,Active,Yes,Sindh,Karachi,11,27
,Sana Bugti,Active,Yes,Sindh,Karachi,11,28
,Babar Abbasi,Active,Yes,Sindh,Karachi,11,29
,Shahid Abbasi,Active,Yes,Sindh,Karachi,11,30
,Usman Mahar,Active,Yes,Sindh,Karachi,11,31
,Iqra Mirza,Active,Yes,Sindh,Karachi,11,32
,Zeeshan Khan,Active,Yes,Sindh,Karachi,11,33
,Rashid Bhatti,Active,Yes,Sindh,Karachi,11,34
,Waqas Rind,Active,Yes,Sindh,Karachi,11,35
,Sana Tareen,Active,Yes,Sindh,Karachi,11,36
,Bilal Abbasi,Active,Yes,Sindh,Karachi,11,37
,Shahid Mahar,Active,Yes,Sindh,Karachi,11,38
,Adnan Laghari,Active,Yes,Sindh,Karachi,11,39
,Usman Abbasi,Active,Yes,Sindh,Karachi,11,40
,Rabia Mahar,Active,Yes,Sindh,Karachi,11,41
,Faisal Jan,Active,Yes,Sindh,Karachi,11,42
,Sidra Raza,Active,Yes,Sindh,Karachi,11,43
,Asim Siddiqui,Active,Yes,Sindh,Karachi,11,44
,Iqra Qureshi,Active,Yes,Sindh,Karachi,11,45
,Rabia Bugti,Active,Yes,Sindh,Karachi,11,46
,Junaid Memon,Active,Yes,Sindh,Karachi,11,47
,Maryam Gul,Active,Yes,Sindh,Karachi,11,48
,Kashif Bhatti,Active,Yes,Sindh,Karachi,11,49
,Rashid Mirza,Active,Yes,Sindh,Karachi,11,50
,Babar Gul,Active,Yes,Sindh,Karachi,11,51
,Fatima Rind,Active,Yes,Sindh,Karachi,11,52
,Rabia Chaudhry,Active,Yes,Sindh,Karachi,11,53
,Hira Gul,Active,Yes,Sindh,Karachi,11,54
,Fatima Bugti,Active,Yes,Sindh,Karachi,11,55
,Arsalan Abbasi,Active,Yes,Sindh,Karachi,11,56
,Sana Tareen,Active,Yes,Sindh,Karachi,11,57
,Zainab Laghari,Active,Yes,Sindh,Karachi,11,58
,Naveed Gul,Active,Yes,Sindh,Karachi,11,59
,Iqra Gul,Active,Yes,Sindh,Karachi,11,60
,Yasir Siddiqui,Active,Yes,Sindh,Karachi,11,61
,Saad Mengal,Active,Yes,Sindh,Karachi,11,62
,Bilal Rind,Active,Yes,Sindh,Karachi,11,63
,Kashif Shah,Active,Yes,Sindh,Karachi,11,64
,Zeeshan Sheikh,Active,Yes,Sindh,Karachi,11,65
,Kashif Khattak,Active,Yes,Sindh,Karachi,11,66
,Sana Raza,Active,Yes,Sindh,Karachi,11,67
,Muhammad Bugti,Active,Yes,Sindh,Karachi,11,68
,Babar Sheikh,Active,Yes,Sindh,Karachi,11,69
,Hira Khattak,Active,Yes,Sindh,Karachi,11,70
,Junaid Baig,Active,Yes,Sindh,Karachi,11,71
,Waqas Abbasi,Active,Yes,Sindh,Karachi,11,72
,Adnan Siddiqui,Active,Yes,Sindh,Karachi,11,73
,Asim Shah,Active,Yes,Sindh,Karachi,11,74
,Waqas Tareen,Active,Yes,Sindh,Karachi,11,75
,Zubair Mahar,Active,Yes,Sindh,Karachi,11,76
,Zeeshan Tareen,Active,Yes,Sindh,Karachi,11,77
,Tariq Siddiqui,Active,Yes,Sindh,Karachi,11,78
,Zubair Mengal,Active,Yes,Sindh,Karachi,11,79
,Babar Butt,Active,Yes,Sindh,Karachi,11,80
,Asim Bugti,Active,Yes,Sindh,Karachi,11,81
,Imran Abbasi,Active,Yes,Sindh,Karachi,11,82
,Adnan Jan,Active,Yes,Sindh,Karachi,11,83
,Asim Jan,Active,Yes,Sindh,Karachi,11,84
,Zeeshan Butt,Active,Yes,Sindh,Karachi,11,85
,Zainab Jan,Active,Yes,Sindh,Karachi,11,86
,Hira Butt,Active,Yes,Sindh,Karachi,11,87
,Rabia Mirza,Active,Yes,Sindh,Karachi,11,88
,Tariq Raza,Active,Yes,Sindh,Karachi,11,89
,Samina Baig,Active,Yes,Sindh,Karachi,11,90
,Zainab Khan,Active,Yes,Sindh,Karachi,11,91
,Maryam Rind,Active,Yes,Sindh,Karachi,11,92
,Ali Rind,Active,Yes,Sindh,Karachi,11,93
,Usman Mirza,Active,Yes,Sindh,Karachi,11,94
,Usman Mengal,Active,Yes,Sindh,Karachi,11,95
,Faisal Laghari,Active,Yes,Sindh,Karachi,11,96
,Rabia Ansari,Active,Yes,Sindh,Karachi,11,97
,Zainab Shah,Active,Yes,Sindh,Karachi,11,98
,Sidra Abbasi,Active,Yes,Sindh,Karachi,11,99
,Tariq Baig,Active,Yes,Sindh,Karachi,11,100
,Junaid Mirza,Active,Yes,Sindh,Karachi,12,101
,Shahid Qureshi,Active,Yes,Sindh,Karachi,12,102
,Adnan Rind,Active,Yes,Sindh,Karachi,12,103
,Ahmed Ahmed,Active,Yes,Sindh,Karachi,12,104
,Adnan Qureshi,Active,Yes,Sindh,Karachi,12,105
,Kamran Mengal,Active,Yes,Sindh,Karachi,12,106
,Waqas Gul,Active,Yes,Sindh,Karachi,12,107
,Shahid Rind,Active,Yes,Sindh,Karachi,12,108
,Arsalan Mirza,Active,Yes,Sindh,Karachi,12,109
,Maryam Qureshi,Active,Yes,Sindh,Karachi,12,110
,Muhammad Khan,Active,Yes,Sindh,Karachi,12,111
,Naveed Ahmed,Active,Yes,Sindh,Karachi,12,112
,Yasir Butt,Active,Yes,Sindh,Karachi,12,113
,Samina Ansari,Active,Yes,Sindh,Karachi,12,114
,Zubair Malik,Active,Yes,Sindh,Karachi,12,115
,Babar Ansari,Active,Yes,Sindh,Karachi,12,116
,Junaid Malik,Active,Yes,Sindh,Karachi,12,117
,Faisal Siddiqui,Active,Yes,Sindh,Karachi,12,118
,Muhammad Mirza,Active,Yes,Sindh,Karachi,12,119
,Imran Bugti,Active,Yes,Sindh,Karachi,12,120
,Fatima Baig,Active,Yes,Sindh,Karachi,12,121
,Zainab Qureshi,Active,Yes,Sindh,Karachi,12,122
,Asim Memon,Active,Yes,Sindh,Karachi,12,123
,Adnan Bugti,Active,Yes,Sindh,Karachi,12,124
,Adnan Baig,Active,Yes,Sindh,Karachi,12,125
,Rashid Shah,Active,Yes,Sindh,Karachi,12,126
,Sidra Khan,Active,Yes,Sindh,Karachi,12,127
,Tariq Mahar,Active,Yes,Sindh,Karachi,12,128
,Muhammad Baig,Active,Yes,Sindh,Karachi,12,129
,Kashif Butt,Active,Yes,Sindh,Karachi,12,130
,Hamza Mirza,Active,Yes,Sindh,Karachi,12,131
,Arsalan Gul,Active,Yes,Sindh,Karachi,12,132
,Sana Jan,Active,Yes,Sindh,Karachi,12,133
,Asim Siddiqui,Active,Yes,Sindh,Karachi,12,134
,Asim Khattak,Active,Yes,Sindh,Karachi,12,135
,Saad Tareen,Active,Yes,Sindh,Karachi,12,136
,Hira Mahar,Active,Yes,Sindh,Karachi,12,137
,Sana Mirza,Active,Yes,Sindh,Karachi,12,138
,Kashif Khan,Active,Yes,Sindh,Karachi,12,139
,Shahid Mirza,Active,Yes,Sindh,Karachi,12,140
,Asim Baig,Active,Yes,Sindh,Karachi,12,141
,Imran Butt,Active,Yes,Sindh,Karachi,12,142
,Usman Bhatti,Active,Yes,Sindh,Karachi,12,143
,Ayesha Bhatti,Active,Yes,Sindh,Karachi,12,144
,Babar Shah,Active,Yes,Sindh,Karachi,12,145
,Naveed Butt,Active,Yes,Sindh,Karachi,12,146
,Rashid Gul,Active,Yes,Sindh,Karachi,12,147
,Zubair Ahmed,Active,Yes,Sindh,Karachi,12,148
,Fatima Ahmed,Active,Yes,Sindh,Karachi,12,149
,Ahmed Ahmed,Active,Yes,Sindh,Karachi,12,150
,Ayesha Malik,Active,Yes,Sindh,Karachi,12,151
,Arsalan Khan,Active,Yes,Sindh,Karachi,12,152
,Tariq Siddiqui,Active,Yes,Sindh,Karachi,12,153
,Sidra Memon,Active,Yes,Sindh,Karachi,12,154
,Tariq Rind,Active,Yes,Sindh,Karachi,12,155
,Usman Rind,Active,Yes,Sindh,Karachi,12,156
,Kashif Tareen,Active,Yes,Sindh,Karachi,12,157
,Hira Khan,Active,Yes,Sindh,Karachi,12,158
,Kamran Khan,Active,Yes,Sindh,Karachi,12,159
,Kashif Mirza,Active,Yes,Sindh,Karachi,12,160
,Babar Ansari,Active,Yes,Sindh,Karachi,12,161
,Shahid Qureshi,Active,Yes,Sindh,Karachi,12,162
,Fatima Tareen,Active,Yes,Sindh,Karachi,12,163
,Zeeshan Bugti,Active,Yes,Sindh,Karachi,12,164
,Fatima Jan,Active,Yes,Sindh,Karachi,12,165
,Hira Baig,Active,Yes,Sindh,Karachi,12,166
,Imran Siddiqui,Active,Yes,Sindh,Karachi,12,167
,Saad Bhatti,Active,Yes,Sindh,Karachi,12,168
,Rabia Raza,Active,Yes,Sindh,Karachi,12,169
,Usman Ansari,Active,Yes,Sindh,Karachi,12,170
,Kamran Malik,Active,Yes,Sindh,Karachi,12,171
,Hira Rind,Active,Yes,Sindh,Karachi,12,172
,Zainab Ansari,Active,Yes,Sindh,Karachi,12,173
,Waqas Sheikh,Active,Yes,Sindh,Karachi,12,174
,Shahid Memon,Active,Yes,Sindh,Karachi,12,175
,Farhan Jan,Active,Yes,Sindh,Karachi,12,176
,Kashif Khan,Active,Yes,Sindh,Karachi,12,177
,Ayesha Sheikh,Active,Yes,Sindh,Karachi,12,178
,Farhan Chaudhry,Active,Yes,Sindh,Karachi,12,179
,Hira Mengal,Active,Yes,Sindh,Karachi,12,180
,Ahmed Malik,Active,Yes,Sindh,Karachi,12,181
,Babar Mirza,Active,Yes,Sindh,Karachi,12,182
,Shahid Sheikh,Active,Yes,Sindh,Karachi,12,183
,Shahid Bugti,Active,Yes,Sindh,Karachi,12,184
,Maryam Siddiqui,Active,Yes,Sindh,Karachi,12,185
,Zeeshan Mengal,Active,Yes,Sindh,Karachi,12,186
,Zeeshan Chaudhry,Active,Yes,Sindh,Karachi,12,187
,Arsalan Malik,Active,Yes,Sindh,Karachi,12,188
,Ayesha Mahar,Active,Yes,Sindh,Karachi,12,189
,Ali Sheikh,Active,Yes,Sindh,Karachi,12,190
,Rashid Chaudhry,Active,Yes,Sindh,Karachi,12,191
,Zainab Shah,Active,Yes,Sindh,Karachi,12,192
,Zainab Bugti,Active,Yes,Sindh,Karachi,12,193
,Sana Mengal,Active,Yes,Sindh,Karachi,12,194
,Kamran Siddiqui,Active,Yes,Sindh,Karachi,12,195
,Zeeshan Laghari,Active,Yes,Sindh,Karachi,12,196
,Iqra Abbasi,Active,Yes,Sindh,Karachi,12,197
,Farhan Sheikh,Active,Yes,Sindh,Karachi,12,198
,Rashid Ansari,Active,Yes,Sindh,Karachi,12,199
,Muhammad Jan,Active,Yes,Sindh,Karachi,12,200
,Babar Gul,Active,Yes,Sindh,Karachi,13,201
,Faisal Ahmed,Active,Yes,Sindh,Karachi,13,202
,Rabia Memon,Active,Yes,Sindh,Karachi,13,203
,Samina Mahar,Active,Yes,Sindh,Karachi,13,204
,Muhammad Siddiqui,Active,Yes,Sindh,Karachi,13,205
,Maryam Bhatti,Active,Yes,Sindh,Karachi,13,206
,Sana Chaudhry,Active,Yes,Sindh,Karachi,13,207
,Kashif Bugti,Active,Yes,Sindh,Karachi,13,208
,Ali Mirza,Active,Yes,Sindh,Karachi,13,209
,Ahmed Mirza,Active,Yes,Sindh,Karachi,13,210
,Sana Sheikh,Active,Yes,Sindh,Karachi,13,211
,Imran Abbasi,Active,Yes,Sindh,Karachi,13,212
,Usman Chaudhry,Active,Yes,Sindh,Karachi,13,213
,Maryam Baig,Active,Yes,Sindh,Karachi,13,214
,Ayesha Tareen,Active,Yes,Sindh,Karachi,13,215
,Kamran Qureshi,Active,Yes,Sindh,Karachi,13,216
,Adnan Siddiqui,Active,Yes,Sindh,Karachi,13,217
,Waqas Mahar,Active,Yes,Sindh,Karachi,13,218
,Farhan Rind,Active,Yes,Sindh,Karachi,13,219
,Hamza Shah,Active,Yes,Sindh,Karachi,13,220
,Arsalan Laghari,Active,Yes,Sindh,Karachi,13,221
,Imran Shah,Active,Yes,Sindh,Karachi,13,222
,Shahid Raza,Active,Yes,Sindh,Karachi,13,223
,Bilal Laghari,Active,Yes,Sindh,Karachi,13,224
,Arsalan Malik,Active,Yes,Sindh,Karachi,13,225
,Babar Mirza,Active,Yes,Sindh,Karachi,13,226
,Rashid Raza,Active,Yes,Sindh,Karachi,13,227
,Kamran Baig,Active,Yes,Sindh,Karachi,13,228
,Zubair Khattak,Active,Yes,Sindh,Karachi,13,229
,Ahmed Ahmed,Active,Yes,Sindh,Karachi,13,230
,Adnan Abbasi,Active,Yes,Sindh,Karachi,13,231
,Faisal Ansari,Active,Yes,Sindh,Karachi,13,232
,Kashif Rind,Active,Yes,Sindh,Karachi,13,233
,Imran Shah,Active,Yes,Sindh,Karachi,13,234
,Usman Jan,Active,Yes,Sindh,Karachi,13,235
,Adnan Mengal,Active,Yes,Sindh,Karachi,13,236
,Rashid Gul,Active,Yes,Sindh,Karachi,13,237
,Farhan Sheikh,Active,Yes,Sindh,Karachi,13,238
,Ayesha Khattak,Active,Yes,Sindh,Karachi,13,239
,Samina Ahmed,Active,Yes,Sindh,Karachi,13,240
,Arsalan Malik,Active,Yes,Sindh,Karachi,13,241
,Ayesha Rind,Active,Yes,Sindh,Karachi,13,242
,Zeeshan Shah,Active,Yes,Sindh,Karachi,13,243
,Fatima Ahmed,Active,Yes,Sindh,Karachi,13,244
,Rashid Ansari,Active,Yes,Sindh,Karachi,13,245
,Sidra Laghari,Active,Yes,Sindh,Karachi,13,246
,Asim Siddiqui,Active,Yes,Sindh,Karachi,13,247
,Iqra Malik,Active,Yes,Sindh,Karachi,13,248
,Rabia Tareen,Active,Yes,Sindh,Karachi,13,249
,Usman Tareen,Active,Yes,Sindh,Karachi,13,250
,Rashid Mahar,Active,Yes,Sindh,Karachi,13,251
,Waqas Sheikh,Active,Yes,Sindh,Karachi,13,252
,Faisal Khan,Active,Yes,Sindh,Karachi,13,253
,Zubair Ansari,Active,Yes,Sindh,Karachi,13,254
,Adnan Mirza,Active,Yes,Sindh,Karachi,13,255
,Muhammad Ahmed,Active,Yes,Sindh,Karachi,13,256
,Saad Jan,Active,Yes,Sindh,Karachi,13,257
,Ahmed Sheikh,Active,Yes,Sindh,Karachi,13,258
,Usman Mirza,Active,Yes,Sindh,Karachi,13,259
,Zeeshan Gul,Active,Yes,Sindh,Karachi,13,260
,Junaid Mahar,Active,Yes,Sindh,Karachi,13,261
,Naveed Raza,Active,Yes,Sindh,Karachi,13,262
,Tariq Shah,Active,Yes,Sindh,Karachi,13,263
,Kashif Jan,Active,Yes,Sindh,Karachi,13,264
,Tariq Ansari,Active,Yes,Sindh,Karachi,13,265
,Hamza Rind,Active,Yes,Sindh,Karachi,13,266
,Kamran Khattak,Active,Yes,Sindh,Karachi,13,267
,Sidra Laghari,Active,Yes,Sindh,Karachi,13,268
,Hira Memon,Active,Yes,Sindh,Karachi,13,269
,Naveed Gul,Active,Yes,Sindh,Karachi,13,270
,Ayesha Laghari,Active,Yes,Sindh,Karachi,13,271
,Adnan Qureshi,Active,Yes,Sindh,Karachi,13,272
,Usman Qureshi,Active,Yes,Sindh,Karachi,13,273
,Rashid Sheikh,Active,Yes,Sindh,Karachi,13,274
,Samina Chaudhry,Active,Yes,Sindh,Karachi,13,275
,Junaid Ahmed,Active,Yes,Sindh,Karachi,13,276
,Asim Ansari,Active,Yes,Sindh,Karachi,13,277
,Zubair Bugti,Active,Yes,Sindh,Karachi,13,278
,Sidra Siddiqui,Active,Yes,Sindh,Karachi,13,279
,Zeeshan Jan,Active,Yes,Sindh,Karachi,13,280
,Adnan Ansari,Active,Yes,Sindh,Karachi,13,281
,Yasir Mahar,Active,Yes,Sindh,Karachi,13,282
,Iqra Gul,Active,Yes,Sindh,Karachi,13,283
,Bilal Khattak,Active,Yes,Sindh,Karachi,13,284
,Kamran Siddiqui,Active,Yes,Sindh,Karachi,13,285
,Arsalan Ansari,Active,Yes,Sindh,Karachi,13,286
,Saad Siddiqui,Active,Yes,Sindh,Karachi,13,287
,Arsalan Rind,Active,Yes,Sindh,Karachi,13,288
,Hamza Qureshi,Active,Yes,Sindh,Karachi,13,289
,Naveed Laghari,Active,Yes,Sindh,Karachi,13,290
,Rashid Qureshi,Active,Yes,Sindh,Karachi,13,291
,Muhammad Baig,Active,Yes,Sindh,Karachi,13,292
,Waqas Mirza,Active,Yes,Sindh,Karachi,13,293
,Farhan Khan,Active,Yes,Sindh,Karachi,13,294
,Arsalan Khan,Active,Yes,Sindh,Karachi,13,295
,Zainab Rind,Active,Yes,Sindh,Karachi,13,296
,Maryam Bhatti,Active,Yes,Sindh,Karachi,13,297
,Kashif Rind,Active,Yes,Sindh,Karachi,13,298
,Hamza Ahmed,Active,Yes,Sindh,Karachi,13,299
,Ali Khattak,Active,Yes,Sindh,Karachi,13,300
,Adnan Siddiqui,Active,Yes,Sindh,Karachi,14,301
,Junaid Mahar,Active,Yes,Sindh,Karachi,14,302
,Tariq Abbasi,Active,Yes,Sindh,Karachi,14,303
,Bilal Bugti,Active,Yes,Sindh,Karachi,14,304
,Zubair Mirza,Active,Yes,Sindh,Karachi,14,305
,Faisal Mahar,Active,Yes,Sindh,Karachi,14,306
,Iqra Khattak,Active,Yes,Sindh,Karachi,14,307
,Muhammad Ahmed,Active,Yes,Sindh,Karachi,14,308
,Iqra Baig,Active,Yes,Sindh,Karachi,14,309
,Tariq Mengal,Active,Yes,Sindh,Karachi,14,310
,Adnan Jan,Active,Yes,Sindh,Karachi,14,311
,Kamran Bugti,Active,Yes,Sindh,Karachi,14,312
,Iqra Gul,Active,Yes,Sindh,Karachi,14,313
,Rashid Memon,Active,Yes,Sindh,Karachi,14,314
,Farhan Khan,Active,Yes,Sindh,Karachi,14,315
,Kashif Gul,Active,Yes,Sindh,Karachi,14,316
,Fatima Laghari,Active,Yes,Sindh,Karachi,14,317
,Ali Khattak,Active,Yes,Sindh,Karachi,14,318
,Fatima Sheikh,Active,Yes,Sindh,Karachi,14,319
,Maryam Memon,Active,Yes,Sindh,Karachi,14,320
,Waqas Ansari,Active,Yes,Sindh,Karachi,14,321
,Zubair Tareen,Active,Yes,Sindh,Karachi,14,322
,Asim Bugti,Active,Yes,Sindh,Karachi,14,323
,Farhan Jan,Active,Yes,Sindh,Karachi,14,324
,Asim Mirza,Active,Yes,Sindh,Karachi,14,325
,Adnan Sheikh,Active,Yes,Sindh,Karachi,14,326
,Ayesha Ahmed,Active,Yes,Sindh,Karachi,14,327
,Kamran Ansari,Active,Yes,Sindh,Karachi,14,328
,Kashif Memon,Active,Yes,Sindh,Karachi,14,329
,Imran Siddiqui,Active,Yes,Sindh,Karachi,14,330
,Sana Butt,Active,Yes,Sindh,Karachi,14,331
,Kashif Khan,Active,Yes,Sindh,Karachi,14,332
,Zeeshan Sheikh,Active,Yes,Sindh,Karachi,14,333
,Sana Ahmed,Active,Yes,Sindh,Karachi,14,334
,Junaid Khattak,Active,Yes,Sindh,Karachi,14,335
,Farhan Qureshi,Active,Yes,Sindh,Karachi,14,336
,Rashid Tareen,Active,Yes,Sindh,Karachi,14,337
,Zubair Laghari,Active,Yes,Sindh,Karachi,14,338
,Fatima Khattak,Active,Yes,Sindh,Karachi,14,339
